,FRC 0.5y,FRC 1y,FRC 1.5y,FRC 2y,FRC 3y,FRC 4y,FRC 5y,FRC 6y,FRC 7y,FRC 8y
2022-05-11 00:00:00,115.69543356293579,123.63244867557064,127.11478204395786,131.85087606486692,144.29456080797107,156.99641290119715,168.32245782799362,177.6033179289387,187.2831052119678,195.9769319372843
2022-05-12 00:00:00,115.65876661787519,123.60930640896181,127.13899758067579,131.95595540492423,144.60984164111235,157.51158289251134,168.98829924417373,178.41072251489553,188.2461175212646,196.9451832371676
2022-05-13 00:00:00,115.62933578811118,123.52356205174006,126.98202035030741,131.7317592549307,144.2135911572499,156.88594034248078,168.21076375774518,177.52386333731073,187.19582567759386,195.74364140890506
2022-05-16 00:00:00,115.62430493949739,123.50589062071826,126.94726975863733,131.69306034280012,144.2038792488859,156.9806256767749,168.48154553990113,177.9670966199151,187.72787731657277,196.35705974306347
2022-05-17 00:00:00,115.57654650540566,123.37438263897513,126.71258310410799,131.37093596371244,143.7036085149961,156.31523090652647,167.6779256337654,176.9374421754019,186.39997285739435,195.03682495624855
2022-05-18 00:00:00,115.58020251169272,123.38295569075333,126.72662458363396,131.38053175849325,143.7311030187896,156.42152710738168,167.8132487709645,177.13311527423446,186.64392115591633,195.24904918469073
2022-05-19 00:00:00,115.59284962268593,123.39755504480888,126.7356515769381,131.41858472793004,143.85074899734397,156.58830516815343,168.03475319893394,177.41198557868083,186.9928563901162,195.6544516569411
2022-05-20 00:00:00,115.62299414676447,123.47033322634803,126.85691988423493,131.60725997007498,144.17826428653643,156.9561342194043,168.41294456596515,177.83021298428446,187.30984668782168,196.02689166679335
2022-05-23 00:00:00,115.59521208031434,123.40225006109324,126.74250627619006,131.43546941128167,143.8780653338601,156.55338508924123,167.90611284294812,177.135050877922,186.43038887342217,194.96677574451772
2022-05-24 00:00:00,115.60457247259906,123.48295292225227,126.93276720899799,131.7251148608123,144.36537320019823,157.2432402828286,168.78022756997834,178.08514046591935,187.3905627085219,195.91074540519838
2022-05-25 00:00:00,115.63410272324532,123.56520125287305,127.08033196614622,131.91324565337266,144.611629033511,157.5608168143382,169.1971510586492,178.59465981072626,187.95482807257358,196.48831584879542
